name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium
Southwestern Egg Rolls,http://allrecipes.com/recipe/25502/southwestern-egg-rolls/,"""These aren't traditional egg rolls! Small flour tortillas are stuffed with an exciting blend of Southwestern-style ingredients, then deep fried until golden brown.""",Jackie,20 m,12 m,4 h 32 m,"1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235, 1236, 1237, 1238, 1239, 1240, 1241","Rub 1 tablespoon vegetable oil over chicken breast. In a medium saucepan over medium heat, cook chicken approximately 5 minutes per side, until meat is no longer pink and juices run clear. Remove from heat and set aside.
Heat remaining 1 tablespoon vegetable oil in a medium saucepan over medium heat. Stir in green onion and red pepper. Cook and stir 5 minutes, until tender.
Dice chicken and mix into the pan with onion and red pepper. Mix in corn, black beans, spinach, jalapeno peppers, parsley, cumin, chili powder, salt and cayenne pepper. Cook and stir 5 minutes, until well blended and tender. Remove from heat and stir in Monterey Jack cheese so that it melts.
Wrap tortillas with a clean, lightly moist cloth. Microwave on high approximately 1 minute, or until hot and pliable.
Spoon even amounts of the mixture into each tortilla. Fold ends of tortillas, then roll tightly around mixture. Secure with toothpicks. Arrange in a medium dish, cover with plastic, and place in the freezer. Freeze at least 4 hours.
In a large, deep skillet, heat oil for deep frying to 375 degrees F (190 degrees C). Deep fry frozen, stuffed tortillas 10 minutes each, or until dark golden brown. Drain on paper towels before serving.",4.82503366470337,1135,419 ,5 servings,31.2,21.8,13.6,29,575
Hot Artichoke and Spinach Dip II,http://allrecipes.com/recipe/26819/hot-artichoke-and-spinach-dip-ii/,"""This dip is amazing -- so cheesy and fragrant. If you don't like artichokes, don't worry -- you'll never know they're in there!  My only question is: Is it okay to just eat it with a spoon right out of the dish?""",TIFFANY BRENNAN,15 m,25 m,40 m,"1242, 1243, 1244, 1245, 1246, 1247","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a small baking dish.
In a medium bowl, mix together cream cheese, mayonnaise, Parmesan cheese, Romano cheese, garlic, basil, garlic salt, salt and pepper. Gently stir in artichoke hearts and spinach.
Transfer the mixture to the prepared baking dish. Top with mozzarella cheese. Bake in the preheated oven 25 minutes, until bubbly and lightly browned.",4.71754884719849,1997,134 ,12 servings,11.7,3.4,4.4,28,315
No-Bake Energy Bites,http://allrecipes.com/recipe/239969/no-bake-energy-bites/,"""This is a healthy take on the traditional no bake cookies. So good and good for you! I am always asked for this recipe every time I make them. They are a hit with the kids and the adults, and always go quick! I store them in the freezer because I think they taste best frozen, but not necessary.""",Hiedi Heaton,15 m
Guacamole,http://allrecipes.com/recipe/14231/guacamole/,"""You can make this avocado salad smooth or chunky depending on your tastes.""",Bob Cody,10 m
Coconut Shrimp I,http://allrecipes.com/recipe/17753/coconut-shrimp-i/,"""These crispy shrimp are rolled in a coconut beer batter before frying. For dipping sauce, I use orange marmalade, mustard and horseradish mixed to taste.""",LINDAV10,10 m,20 m,1 h,"1248, 1249, 1250, 1251, 1252, 1253","In medium bowl, combine egg, 1/2 cup flour, beer and baking powder. Place 1/4 cup flour and coconut in two separate bowls.
Hold shrimp by tail, and dredge in flour, shaking off excess flour. Dip in egg/beer batter; allow excess to drip off. Roll shrimp in coconut, and place on a baking sheet lined with wax paper. Refrigerate for 30 minutes. Meanwhile, heat oil to 350 degrees F (175 degrees C) in a deep-fryer.
Fry shrimp in batches: cook, turning once, for 2 to 3 minutes, or until golden brown. Using tongs, remove shrimp to paper towels to drain. Serve warm with your favorite dipping sauce.",4.79317712783813,1395,317 ,6 servings,19.3,26.3,8.4,67,241
Super Nachos,http://allrecipes.com/recipe/51147/super-nachos/,"""This makes a huge meal-sized tray of nachos with lots of good stuff! You can adjust ingredient quantities to suit your preference. Serve with extra chips if required. Great for game day.""",Melanie,30 m,20 m,50 m,"1254, 1255, 1256, 1257, 1258, 1259, 1260, 1261, 1262","Cook and stir ground beef in a skillet over medium heat until meat is crumbly and no longer pink, 5 to 10 minutes. Drain excess grease. Stir in taco seasoning mix and water and simmer until beef mixture has thickened, 8 to 10 minutes.
Set the oven rack about 6 inches from the heat source and preheat the broiler. Line a baking sheet with aluminum foil.
Spread tortilla chips on the prepared baking sheet; top with Cheddar cheese and dot with refried beans and ground beef mixture.
Broil in the preheated oven until cheese is melted, watching carefully to prevent burning, 3 to 5 minutes.
Top nachos with salsa, sour cream, black olives, green onions, and jalapeno peppers.",4.67999982833862,61,432 ,12 servings,24.5,39.7,15.2,44,1081
Mini Philly Cheesesteaks,http://allrecipes.com/recipe/241000/mini-philly-cheesesteaks/,"""Miniaturized sandwiches don't usually float my boat, or submarine, as they're almost always not as good as the full-sized versions, but these mini Philly cheesesteaks really captured everything I love about the classic.""",Chef John,30 m,30 m,1 h 20 m,"1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276","Preheat oven to 400 degrees F (200 degrees C). Line baking sheets with aluminum foil.
Melt butter in a skillet over medium-high heat. Whisk flour into hot butter and cook, whisking constantly, until mixture is pale and flour taste cooks off, about 1 minute. Pour milk into flour mixture and cook, whisking constantly, until mixture is hot and thickened, 3 to 6 minutes. Add 2 ounces provolone cheese, nutmeg, cayenne pepper, and salt; stir until cheese is completely melted. Remove from heat.
Season steak all over with salt and ground black pepper.
Heat 1 tablespoon olive oil in skillet over medium-high heat. Cook steak in hot oil, turning occasionally, until meat is slightly firm and pink on the inside, 5 to 7 minutes. Transfer meat to a plate.
Return skillet to heat and pour water into the skillet; bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Pour liquid from the skillet over steak. Cool steak to room temperature; dice meat and place meat and accumulated juices from the plate into a large bowl.
Heat 1 tablespoon oil in a skillet over medium-high heat; saute onion and peppers in hot oil until softened and slightly translucent, about 5 minutes.
Stir peppers and onions mixture into diced meat; season with salt and pepper.
Spread bread slices out on prepared baking sheets and drizzle remaining olive oil over the top. Turn slices over so that the oiled-side is facing down. Spread a thick layer of cheese mixture onto each slice. Spoon meat mixture over cheese. Sprinkle provolone cheese over the top of each slice.
Bake in the preheated oven until browned and cheese is melted, 12 to 15 minutes.",4.625,21,280 ,12 servings (48 sandwiches),9.9,34.8,12.9,18,489
Baked Ham and Cheese Party Sandwiches,http://allrecipes.com/recipe/216756/baked-ham-and-cheese-party-sandwiches/,"""These small, delicious sandwiches are perfect for any party. They are so good that even the pickiest of eaters will eat these.""",LisaT,15 m,20 m,35 m,"1277, 1278, 1279, 1280, 1281, 1282, 1283, 1284","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.
In a bowl, mix together butter, Dijon mustard, Worcestershire sauce, poppy seeds, and dried onion. Separate the tops from bottoms of the rolls, and place the bottom pieces into the prepared baking dish. Layer about half the ham onto the rolls. Arrange the Swiss cheese over the ham, and top with remaining ham slices in a layer. Place the tops of the rolls onto the sandwiches. Pour the mustard mixture evenly over the rolls.
Bake in the preheated oven until the rolls are lightly browned and the cheese has melted, about 20 minutes. Slice into individual rolls through the ham and cheese layers to serve.",4.79889297485352,405,208 ,24 servings,14,10.8,9.8,43,439
Downeast Maine Pumpkin Bread,http://allrecipes.com/recipe/6820/downeast-maine-pumpkin-bread/,"""This is a great old Maine recipe, moist and spicy. The bread actually tastes even better the day after it is baked. Great for holiday gift giving!""",Laurie Bennett,15 m,50 m,1 h 5 m,"1285, 1286, 1287, 1288, 1289, 1290, 1291, 1292, 1293, 1294, 1295","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 7x3 inch loaf pans.
In a large bowl, mix together pumpkin puree, eggs, oil, water and sugar until well blended. In a separate bowl, whisk together the flour, baking soda, salt, cinnamon, nutmeg, cloves and ginger. Stir the dry ingredients into the pumpkin mixture until just blended. Pour into the prepared pans.
Bake for about 50 minutes in the preheated oven. Loaves are done when toothpick inserted in center comes out clean.",4.8080997467041,6871,263 ,24 servings (3 - 7x3 inch loaf pans),10.3,40.6,3.1,31,305
Baked French Toast,http://allrecipes.com/recipe/20934/baked-french-toast/,"""I got this recipe from my sister in law. She and my brother had it at their gift opening after the wedding. I make it any time we have people staying with us, and it is always a hit. You may sprinkle the top with pecans if you wish.""",ANTLALA,15 m,40 m,15 h,"1296, 1297, 1298, 1299, 1300, 1301, 1302, 1303","Butter a 9x13 inch baking dish. Arrange the slices of bread in the bottom. In a large bowl, beat together eggs, milk, cream, vanilla and cinnamon. Pour over bread slices, cover, and refrigerate overnight.
The next morning, preheat oven to 350 degrees F (175 degrees C). In a small saucepan, combine butter, brown sugar and corn syrup; heat until bubbling. Pour over bread and egg mixture.
Bake in preheated oven, uncovered, for 40 minutes.",4.25667095184326,1219,395 ,12 servings,19.8,44.4,11,169,408
Strawberry Blintzes,http://allrecipes.com/recipe/246832/strawberry-blintzes/,"""My mom makes these every year. They are my favorite breakfast by far! I usually double the filling.""",Morgan,15 m,1 m,2 h 16 m,"1304, 1305, 1306, 1307, 1308, 1309, 1310, 1311, 1312, 1313","Beat eggs, flour, and salt together in a large bowl until smooth. Mix in milk and 1 1/2 tablespoon butter gradually. Cover with plastic wrap and let batter rest in the refrigerator, at least 2 hours.
Combine cottage cheese, cream cheese, sugar, and vanilla extract in a blender; blend until filling is smooth.
Melt a bit of butter in a large skillet or crepe pan over medium heat. Ladle in a small amount of batter and swirl skillet to spread batter in a thin layer. Cook until set, about 30 seconds. Flip and continue cooking until second side is cooked, about 10 seconds. Transfer to a plate to cool. Repeat with remaining butter and batter.
Spoon filling onto blintzes and fold. Top with strawberries.",3,1,201 ,10 servings (10 blintzes),10.3,20,7.6,82,297
Puff Pastry Waffles,http://allrecipes.com/recipe/246512/puff-pastry-waffles/,"""Add puff pastry to the list of good things you can snackify in your waffle iron. Although they don't puff up as much as oven-baked puff pastry, they turn out crispy on the outside and tender on the inside, and they take only minutes to make. Serve hot or at room temperature with syrup, fruit, Nutella®, fruit preserves, or nut butter.""",foodelicious,5 m,3 m,8 m,1314,"Line a cutting board with parchment paper. Unfold puff pastry onto cutting board. Cut each sheet into 4 equal squares.
Preheat a waffle iron according to manufacturer's instructions. Grease with cooking spray.
Place one puff pastry square in the preheated waffle iron; cook until golden brown, 3 to 5 minutes. Repeat with remaining puff pastry squares.",5,3,338 ,8 servings (8 waffles),23.4,27.7,4.5,0,153
French Toast I,http://allrecipes.com/recipe/7016/french-toast-i/,"""There are many, fancy variations on this basic recipe.  This recipe works with many types of bread - white, whole wheat, cinnamon-raisin, Italian or French. Serve hot with butter or margarine and maple syrup.""",Jan Bittner,5 m,15 m,20 m,"1315, 1316, 1317, 1318, 1319","Beat together egg, milk, salt, desired spices and vanilla.
Heat a lightly oiled griddle or skillet over medium-high heat.
Dunk each slice of bread in egg mixture, soaking both sides.  Place in pan, and cook on both sides until golden.  Serve hot.",4.53967189788818,1051,240 ,3 servings (6 slices french toast),6.4,33.6,10.6,128,478
Russian Cheese Pancakes (Syrniki),http://allrecipes.com/recipe/262168/russian-cheese-pancakes-syrniki/,"""Syrniki are traditional pancakes from Russia and usually served for breakfast with jam or sour cream. The cheese used to make them is called tvorog, the closest in the US would be farmer's cheese or quark.""",Travinka,10 m,10 m,20 m,"1320, 1321, 1322, 1323, 1324","Beat egg and white sugar together in a bowl until smooth. Whisk in quark cheese, flour, vanilla sugar, and salt. Mix well until dough is thick and sticky.
Divide dough into 5 to 6 portions. Form into balls and coat with some flour. Flatten slightly to form into discs (syrniki).
Heat oil in skillet over medium-low heat. Add the syrniki; fry until browned, 5 minutes per side.",0,0,151 ,5 servings (5 syrniki),6.7,15.5,7.5,53,179
Waffles I,http://allrecipes.com/recipe/22180/waffles-i/,"""You can keep the batter covered in the fridge for up to a week. Just be sure to whisk well before using again. You may also use whole wheat flour for this recipe.""",OneShyOfABunch,5 m,15 m,20 m,"1325, 1326, 1327, 1328","Preheat waffle iron. Beat eggs in large bowl with hand beater until fluffy.  Beat in flour, milk, vegetable oil, sugar, baking powder, salt and vanilla,  just until smooth.
Spray preheated waffle iron with non-stick cooking spray. Pour mix onto hot waffle iron. Cook until golden brown. Serve hot.",4.48569917678833,2898,382 ,6 servings,21.6,38,8.7,68,390
Breakfast Pita Pizza,http://allrecipes.com/recipe/245260/breakfast-pita-pizza/,"""All kinds of good stuff on pita bread.""",heathg,25 m,30 m,55 m,"1329, 1330, 1331, 1332, 1333, 1334, 1335, 1336, 1337, 1338","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain on paper towels. Cook and stir onion in the same skillet until soft and translucent, about 5 minutes. Remove and set aside. Heat olive oil in the skillet. Pour in eggs and cook, stirring occasionally, until set, 3 to 5 minutes.
Place pita bread on lined baking sheet. Spread pesto over pita; top with bacon, scrambled eggs, tomato, mushrooms, and spinach. Sprinkle Cheddar cheese over toppings.
Bake in the preheated oven until cheese has melted, about 10 minutes. Serve garnished with avocado slices.",5,6,873 ,2 servings (2 pieces pita bread),62.9,43.5,36.8,426,1135
