name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
HOT AND SOUR VEGETABLE SOUP,https://www.vahrehvah.com/hot-and-sour-vegetable-soup,Hot and sour vegetable soup prepared instantly is the best option when you like to light meal.,Vahchef,10 mins,20 mins,20 mins,"8654, 8655, 8656, 8657, 8658, 8659, 8660, 8661, 8662, 8663, 8664, 8334, 8665, 8666, 8363, 8654, 8655, 8656, 8657, 8658, 8659, 8660, 8661, 8662, 8663, 8664, 8334, 8665, 8666, 8363","Take a vegetable stock powder, to it add around 3 cups of water and let it boil.
Then add soya sauce, &nbsp;rice vinegar, chili sauce as required, pepper, sugar.
All vegetables, &nbsp;slices of ginger, mushroom, green onion, ajinomoto, salt and boil this once.
When it comes to boil, add sesame oil, then mix corn flour in water and add this to the above vegetable stock along with tofu, bring this to boil again as thicker you want.
Take a serving bowl, add spring onions and soup into it.
",4.2,20,65.4,4,0.2,NULL,2.9,0,35,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/YVat79mETh.jpg
Cleaning Crab,https://www.vahrehvah.com/cleaning-crab, How to makeCleaning Crab?How to cookCleaning Crab?Learn the recipeCleaning Crabby vahchef.For all recipes visit vahrehvah.com,Vahchef,mins,mins,mins,"8667, 8667",simple way to clean crab,3.4118,17,78.3,2 persons,0.7,NULL,18,97,395,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/42MICL8Ebe.jpg
Shahi Pulao,https://www.vahrehvah.com/shahi-pulao,Shahi pulao is a mix vegetable pulao made with a difference and tastes good with curd and pickle.,Vahchef,10 mins,25 mins,25 mins,"8668, 8669, 8670, 8671, 8672, 8673, 8332, 8674, 8398, 8675, 8334, 8668, 8669, 8670, 8671, 8672, 8673, 8332, 8674, 8398, 8675, 8334","Take a pan add oil, black cumin, sugar, mix this till the sugar change its color to brown.
Now&nbsp;add sliced onions, mix them then add ginger garlic paste, chopped green chilies, mint leaves, coriander leaves, salt and mix well.
Then add the rice which was soaked for 30 minutes, let it come to boil.
Once water absorbed then cook with closed lid for 5 minutes on a very slow flame.
If you want to add fried onions and cook it for another 5 minutes.
",4.6346,52,125.5,2,0.3,NULL,2.7,0,1,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/g3C11GHYpS.jpg
Shahi Paneer,https://www.vahrehvah.com/shahi-paneer, Shahi Paneer is a very popular and rich vegetarian recipe. ,Vahchef,20 mins,25 mins,25 mins,"8676, 8677, 8360, 8678, 8679, 8680, 8527, 8558, 8681, 8363, 8334, 8412, 8682, 8676, 8677, 8360, 8678, 8679, 8680, 8527, 8558, 8681, 8363, 8334, 8412, 8682","Take a pan add oil, whole garam masala, &nbsp;cumin seeds, onion salt mix well then add ginger-garlic paste, pepper powder, coriander powder, make almond past add the past and add water cook for 30minutes.
Cover with the lid then add paneer, garam masala, khoya mix well and cook for 5minutes if required add cream and bring it to boil.shahi paneer is ready.",4.2813,32,402.2,2,33,NULL,25,105,621,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/78Q5QyVbki.jpg
Seena With Raisins Curry,https://www.vahrehvah.com/seena-with-raisins-curry,Seena with raisins curry is made of tender lower ribs of lamb and raisins cooked in a spicy gravy.,Vahchef,10 mins,40 mins,40 mins,"8683, 8684, 8613, 8685, 8686, 8687, 8334, 8368, 8688, 8689, 8519, 8690, 8360, 8621, 8691, 8419, 8692, 8402, 8363, 8683, 8684, 8613, 8685, 8686, 8687, 8334, 8368, 8688, 8689, 8519, 8690, 8360, 8621, 8691, 8419, 8692, 8402, 8363","Take a blender, add raisins, red chilies, half of the chopped onions, vinegar, blend it till a fine paste.
Take a presure cooker, add oil, garam masala (cloves, cinnamon, cardamom), cumin seeds, rest of the remaining onion, salt, mix well.
Then add &nbsp;ginger garlic paste, turmeric powder and saute it.
Add the blended paste to the above pan and cook for 2 minutes.
In it, even add seena mutton, coriander powder, cumin powder, coconut powder, mix well, if required add water, cook it with closed lid on slow flame till mutton is tender.
Onces the mutton is cooked for around 30 minutes, &nbsp;remove the lid and cook till water evaporates then season it with garam masala powder, chopped coriander leaves.Delicious&nbsp;Seena With Raisins Curry is now ready to serve.",4.8889,9,289,2,21,NULL,25,97,72,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/jt6qSkXt9M.jpg
Pappu Charu ,https://www.vahrehvah.com/pappu-charu,Pappu charu recipe is a simple traditional andhra recipe like the sambar but made without using sambar powder.,Vahchef,20 mins,25 mins,25 mins,"8693, 8589, 8694, 8695, 8696, 8697, 8698, 8699, 8700, 8701, 8669, 8702, 8703, 8704, 8334, 8705, 8706, 8693, 8589, 8694, 8695, 8696, 8697, 8698, 8699, 8700, 8701, 8669, 8702, 8703, 8704, 8334, 8705, 8706","Boil Dal and mash keep it a side.Take pan add oil, mustard seeds, cumin seeds, red chillis dry, onions, hing, turmeric, curry leaves, green chillies, ginger garlic paste, tomatos mix well and now add tamarind juice, chilli powder, salt cook till it comes to boil then.&nbsp;
Add some more water as need let it come to boil again.Now add boiled dal and mix well,now add sugar, ghee and cook for 5 minutes.
",3.9333,15,346,2,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/ubixSdkC54.jpg
Gongura Pappu,https://www.vahrehvah.com/gongura-pappu, Gongura pappu is one of the delicious pappu recipe from Andhra cuisine.,Vahchef,15 mins,20 mins,20 mins,"8707, 8708, 8709, 8710, 8711, 8416, 8360, 8712, 8713, 8334, 8714, 8715, 8716, 8469, 8707, 8708, 8709, 8710, 8711, 8416, 8360, 8712, 8713, 8334, 8714, 8715, 8716, 8469","Wash gongura and keep it aside.
Heat oil in a pan, add mustard seeds, cumin seeds, dry red chillies, peanuts and saute it.
Now add crushed garlic, sliced onions, turmeric powder, chopped curry leaves, green chillies, salt and mix well.
In the same pan, add sorrel&nbsp;leaves along with left over water of boiled dal and cook it for about 5 minutes.
Then&nbsp;add boiled dal and cook by adding salt in small quantities (to taste) till gravy looses its mushy consistency.&nbsp;Delicious&nbsp;Gongura Pappu is now ready to serve.",3.9565,23,27.1,2,0.7,NULL,2,0,4,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/kt4Gaeb8UV.jpg
How to promote vahrehvah,https://www.vahrehvah.com/how-to-promote-vahrehvah-1,just by  few clicks you can promote vahrehvah.com,Vahchef,mins,mins,mins,"8717, 8717",Help promote vahrehvah so more people can watch Vahrehvah.com,5,27,0,2 persons,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/lTdIyhf1vM.jpg
cold coffee - Shake,https://www.vahrehvah.com/cold-coffee-shake,Easy and quick recipe for cold coffee milk shake made with coffee.,Vahchef,20 mins,15 mins,15 mins,"8718, 8719, 8720, 8721, 8722, 8705, 8718, 8719, 8720, 8721, 8722, 8705","Take a bowl add coffee powder add hot water mix well.
Take a blender add ice cubes, coffee mixture, milk, vannila ice cream, sugar and blend it.
Pour it in a glass and add ice cream on top or sprinkle coffee powder or grate chocolate.
",4.1538,26,0.4,2,0,NULL,0.1,0,2,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/37X9ZMiHNg.jpg
Frankie - Katti Roll,https://www.vahrehvah.com/frankie-katti-roll, Kathi Roll stand at almost every corner of Delhi. It is also known as Frankie in a lot of different regions.,Vahchef,20 mins,30 mins,30 mins,"8723, 8724, 8725, 8726, 8443, 8517, 8727, 8533, 8728, 8469, 8729, 8730, 8731, 8363, 8360, 8334, 8732, 8733, 8455, 8723, 8724, 8725, 8726, 8443, 8517, 8727, 8533, 8728, 8469, 8729, 8730, 8731, 8363, 8360, 8334, 8732, 8733, 8455","Take a bowl, add maida, wheat flour, salt, 1 teaspoon of oil, mix well then add water to make a soft dough, keep it side for 15 minutes.
Slice tomato, onion, bell pepper and keep it a side. Beat an egg and keep it a side.
Take a pan, add oil, cumin seeds, crushed&nbsp;ginger and garlic , onion, cook till onions are golden brown.
Then add turmeric powder, chopped tomatoes , chopped bell pepper, chill powder, coriander powder, cumin powder along with 1/4 &nbsp;cup of water, mix well and cook for 5 minutes.
To it, even add chicken to it, mix well and cook with closed lid till this chicken is tender, then add chaat masala, lemon juice, coriander leaves and keep it aside.
Now take the dough, make a thin chapati, apply oil spread all over, then sprinkle maida fold it.
Later fold the sheet like strips as shown in video, circle it and press in center, rest it for 10 minutes.
After 10 minutes, roll it again into a chapati, add it to tava cook both the side lightly, apply oil one side then spread beaten egg on top spread and turn it over.
Once it is cooked, transfer it to a plate then add the cooked chicked mixture, sprinkle sliced onions, tomatoes, bellpepper, lemon juice, roll the chapati as frankie.Serve it hot.",3.9245,53,234,2,14,NULL,27,88,82,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/6NAnv9aE5g.jpg
Cheese Chilli Toast,https://www.vahrehvah.com/cheese-chilli-toast,Cheese Chilli Toast is an easy-to-make breakfast recipe. ,Vahchef,10 mins,5 mins,5 mins,"8734, 8735, 8736, 8737, 8334, 8738, 8739, 8740, 8741, 8742, 8743, 8734, 8735, 8736, 8737, 8334, 8738, 8739, 8740, 8741, 8742, 8743","Take a bowl add cheese, finely chopped green chillies, pepper powder, oregano, salt and mix it well.
Then add cream, paprica and mix well, later add chopped tomatoes (without seeds).
Now take bread slices roast the bread slightly then spread the cheese mixture evenly.
Put in the oven in broil mode or in a convention mode till you get the colour.
",3.6875,16,296.8,2,3.2,NULL,18,0,491,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/ymK3FjViC4.jpg
Mexican Sweet Corn,https://www.vahrehvah.com/mexican-sweet-corn,Mexican Sweet Corn works brilliantly as a side-dish with pizza. Healthy time pass snack with extra flavors of cheese and butter.,Vahchef,20 mins,10 mins,10 mins,"8744, 8363, 8745, 8746, 8625, 8334, 8747, 8744, 8363, 8745, 8746, 8625, 8334, 8747","Take butter, salt water,Corn on the cob cook in the presure cooker.
Once it is done top it of with mayonnaise, sprinkle chesee and chilli powder.
",3.1739,23,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/3qVPTyvepd.jpg
Tiramisu desi style,https://www.vahrehvah.com/tiramisu-desi-style,"Tiramisu is traditionally an Italian dessert, and this is a similar recipe with an Indian twist. ",Vahchef,mins,60 mins,60 mins,"8748, 8749, 8750, 8751, 8752, 8753, 8754, 8755, 8756, 8757, 8758, 8748, 8749, 8750, 8751, 8752, 8753, 8754, 8755, 8756, 8757, 8758","Take fresh Curd hang in muslin cloth for 1hour, after 1 hour remove from the cloth and put in a bowl add sugar as required and mix well.
Make Custard, thick custard mixture keep a side.take Cream whisk well till it gets thick.
Now add curd mixture,custard mixture, cream mixture,whipping cream. if required whiskey mix well keep a side.
Now in a bowl add coffee powder,add warm water, grape juice mix well take the lady finger biscuit dip in the coffee mixture and place in a dish as one layer, now pour Half of the curd,custard,cream mixture on top of it.repeat the same once again,top it of with coco powder with tea strainer.
keep this in fridge for at least 4 hours.remove after 4 hours and serve cold.
",3.8056,36,96,2,8,NULL,6,30,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/MWzHedHGyT.jpg
Garlic pepper meat balls,https://www.vahrehvah.com/garlic-pepper-meat-balls,Garlic pepper meat balls are a popular snack dish.,Vahchef,20 mins,35 mins,35 mins,"8759, 8760, 8761, 8469, 8334, 8363, 8762, 8729, 8455, 8437, 8763, 8764, 8765, 8766, 8767, 8723, 8759, 8760, 8761, 8469, 8334, 8363, 8762, 8729, 8455, 8437, 8763, 8764, 8765, 8766, 8767, 8723","Take a pan add oil, add cumin seeds, onions, salt, cook till lightbrown colour, then add turmeric, ginger garlic paste, mix well, then chilli powder, coriander powder, chopped coriander leaves mix will and switch off the flame and cool it down.
In a bowl take sooji add water and soake it for 2minutes.
In another bowl take meat mince, add sooji remove water,then onion masala mix well if require add salt, chilli powder, egg min well and make into small balls and keep a side.
In the same pan add oil, garlic cloves chopped then add the meat ball cook all the sides, then add chopped green chillies, pepper crushed, soy sauce mix well and cook for 3-5minutes and switch off the flame.Transfer into a plate.
",3.8,10,289,2,21,NULL,25,97,72,https://6d1bdf0e0edb084eae10-5bfabe5484726969ac662c6d377e2f3c.ssl.cf2.rackcdn.com/uploads/17496/bd8bdfc4321f9efd6c2561c04a993f99.png
SABUDANA/ SAGO KHICHDI,https://www.vahrehvah.com/sabudana-sago-khichdi,"Sabudana Khichdi is an excellent Maharashtrian breakfast dish made with sago pearls, spiced with green chillies and seasoned with roasted peanuts and fresh coconut.",Vahchef,5 mins,20 mins,20 mins,"8768, 8769, 8368, 8770, 8420, 8771, 8772, 8773, 8705, 8334, 8774, 8360, 8768, 8769, 8368, 8770, 8420, 8771, 8772, 8773, 8705, 8334, 8774, 8360","In a bowl, soak the sabudana with just enough water to barely cover the sabudana&nbsp;and soak for 4-6 hours. Drain the water and keep aside. If required you can also soak it overnight.
Wash and cut the potato into pieces and soak them in water or else they get oxidized and decolored. Keep this aside.
Add one teaspoon of oil to a frying pan and roast the peanuts. Remove the skin, and grind the peanuts into a coarse powder. Set aside.
Then add one and half tablespoon of ghee, add cumin seeds, few curry leaves, chopped green chilies and saute it.
Later, add chopped potato pieces, mix well and half cook the potatoes.
In the same pan, add soaked sabudana, salt, sugar and mix well.
To it, even add crushed roasted peanuts, and cook with closed lid for 5 minutes. Mix in-between and cook until the sabudana is done and transparent.
Finish it off with ground coconut and this is ready to serve.
",3.5,44,131.1,2,3.9,NULL,2,1,145,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/83d9a12454c5c2e52690c980d5472355.JPG
COCONUT CHUTNEY MAHARASHTRIAN STYLE,https://www.vahrehvah.com/coconut-chutney-maharashtrian-style,"Coconut chutney is a simple dish made with coconut, garlic, green chillies and spices. This chutney is typically made in Maharashtrian style.",Vahchef,10 mins,mins,mins,"8775, 8776, 8334, 8368, 8777, 8343, 8778, 8779, 8775, 8776, 8334, 8368, 8777, 8343, 8778, 8779","&nbsp;Grind together coconut, green chillies, garlic, cumin seeds, salt, sugar and coriander leaves, blend to a coarse paste.
Transfer to a&nbsp;bowl and sprinkle few drops of lemon juice.This is freshly made and served often with vada pav, kanda bhajiya and various other snacks.",3.4286,14,370.2,2,33,NULL,3.3,0,20,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/IKYcXPYbIw.gif
VEGETABLE KOLHAPURI,https://www.vahrehvah.com/vegetable-kolhapuri,This is a popular spicy mixed vegetable Kolhapuri preparation which is a semi-dry vegetable dish cooked with spices as the base for the gravy.,Vahchef,10 mins,30 mins,30 mins,"8780, 8517, 8394, 8443, 8781, 8782, 8783, 8784, 8785, 8786, 8787, 8788, 8621, 8789, 8790, 8791, 8489, 8792, 8793, 8794, 8795, 8796, 8797, 8798, 8799, 8334, 8780, 8517, 8394, 8443, 8781, 8782, 8783, 8784, 8785, 8786, 8787, 8788, 8621, 8789, 8790, 8791, 8489, 8792, 8793, 8794, 8795, 8796, 8797, 8798, 8799, 8334","Wash the vegetables and cut into half inch sized cubes. Boil in sufficient quantity of boiling salted water till nearly done. Drain the water, cool and fry them in little oil and keep aside.
Boil the cashew nuts and watermelon seeds until soft and then grind to smooth paste. Keep aside.
Heat oil in a pan, add cumin seeds, cloves, cinnamon, black cardamom and bay leaves. Saute well till they infuse their flavours well in the oil.
Add curry leaves, onion paste, salt and saute it well, till the onions paste is nicely browned. Add freshly crushed ginger, garlic, green chillies and mix.
Add hing, turmeric powder, red chilli powder, garam masala, cumin powder, coriander powder, tomato paste and mix all the spices well. Add little water and allow it to cook.
Then add 1 cup green peas (boiled), 2 tablespoons of cashew nut and watermelon seeds paste. Stir and cook on a slow flame for 15 minutes until the sauce is smooth and spluttering out.
Add the boiled and fried vegetables, paneer and mix well. Add little water to dilute the consistency if thickened and bring to a boil. Simmer for 2 minutes and add kasuri methi and mix well. Switch off the flame.
At last, add little ghee in a pan and fry whole red chillies, pour this tadka onto the Vegetable Kolhapuri mixture and top it off with finely chopped coriander leaves and serve hot.
",3.5405,37,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/old/E4juhekzZ7.gif
