name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
"Adrak Aur Ganne ka Slush, Sugarcane and Ginger Slush",https://www.tarladalal.com/Adrak-Aur-Ganne-ka-Slush-Sugarcane-and-Ginger-Slush-2850r,"The streets of Mumbai are dotted with vendors selling ""ganne ka ras"" (sugarcane juice) extracted by pressing the sweet "" ganna"" or sugarcane. We are so familiar with the sight of fresh sugarcane juice that it is not a novelty. But when the same is frozen with a dash of ginger juice and lemon, it transforms itself into an exciting and delightful slush.If you like slush check these out- Watermelon Slush , Mock Peach Slush , Aam Lassi Slush .",Tarla Dalal,10 mins,0 mins ,10 mins ,"39009, 39010, 39011, 39012, 38919","Combine all the ingredients in a deep bowl and mix well.
Pour the mixture into a shallow aluminium container and freeze for 5 hours.
Blend in a mixer till slushy and serve immediately.",5,1,NULL,6 servings,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_adrak_aur_ganne_ka_gola-11176.jpg?size=696X905
Afghani Paneer,https://www.tarladalal.com/Afghani-Paneer-30939r,"The Mughal maharajas had an umpteen number of chefs who spent laborious hours toiling in the kitchens to prepare the perfect meal. They ground most ingredients to powders to ensure the perfect eating experience. Though not as time consuming this recipe uses a powder of melon seeds, cashew nuts and poppy seeds. The powder is combined with other rich ingredients such as cream, milk and butter and used as a marinade for paneer. Marinating the paneer for at least 1 to 2 hours ensures that all the flavours of the marinade are absorbed.",Tarla Dalal,10 mins,20 mins,30 mins ,"39013, 39014, 39015, 39016, 39017, 39018, 39019, 39020, 39021, 39022, 1269, 38943","Combine the paneer, prepared powder and prepared marinade in a deep bowl and mix gently.
Keep aside for 2 hours.
Thread 6 pieces of the marinaded paneer in each satay stick or a skewer.
Heat a non-stick tava(griddle), grease it with little oil, place 4 marinated paneer satays on it and cook using a little oil on a medium flame for approx. 10 minutes or till they turn  brown in colour from all the sides.
Repeat steps 3 and 4 to make 4 more satays.
Serve immediately.",5,5,213 cal,8 satays (8 satay ),19.3 g,3.9 g,5.8 g,0 mg,28.7 mg,https://www.tarladalal.com/members/9306/big/big_afghani_paneer-10270.jpg?size=696X905
"Achar Dip, Achari Dip",https://www.tarladalal.com/Achar-Dip-Achari-Dip-22718r,"Never before would you have experienced such a wide assortment of Indian spices in a dip! With a base of curds, tempered with five aromatic spices, perked up with coriander and green chillies, and chilled to a pleasant temperature, this lip-smacking Achaari Dip will make your taste buds tingle with joy, yearning for the next bite of dip-coated khakhras.This dip is also nice to serve at parties to complement starters like Kebabs and Tikkis .",Tarla Dalal,2 mins,1 mins,3 mins ,"39023, 1269, 38930, 38946, 38848, 38863, 38864, 38835, 38975, 38995, 39024, 39025, 39026","Heat the oil in a small non-stick pan, add the fenugreek seeds, mustard seeds, cumin seeds, fennel seeds and nigella seeds and sauté on a medium flame for 30 seconds.
When the seeds crackle, add the asafoetida and mix well.
Transfer the mixture into a deep bowl and allow the mixture to cool completely.
Add the coriander, green chillies and powdered sugar and blend in a mixer to smooth paste using 2 tbsp of water. Keep aside.
Combine the achaari mixture, curds and salt in a deep bowl and mix well using a whisk.
Refrigerate for at least 1 hour.
Serve chilled with khakhras.",NULL,NULL,28 cal,1 cup (14 tbsp ),1.5 g,1.5 g,0.9 g,0 mg,4.3 mg,"https://www.tarladalal.com/members/9306/big/big_achar_dip,_achari_dip-11289.jpg?size=696X905"
"Adai, Protein Rich Adai Recipe",https://www.tarladalal.com/Adai-Protein-Rich-Adai-Recipe-33240r,"Adai, an all-time favourite South Indian snack , comprises a mix of different dals soaked and ground along with rice and spices to make a batter, which is cooked into thick pancakes. Add Adai to your meal to elevate the protein quotient to great heights! Dals are good, inexpensive sources of protein. Cereals and pulses lack an amino acid each, which makes it essential to combine them in a balanced way to improve the protein quality. This logic plays out beautifully in the recipe of Adai, a traditional south Indian recipe to be treasured.",Tarla Dalal,15 mins,30 mins,1652 hours 45 minutes,"39027, 39001, 39002, 39028, 39029, 38975, 39030, 39031, 39032, 38902, 39033, 39034, 1269, 39035","Clean, wash and soak the rice, dals and dry red chillies in enough water for 2 hours.
Drain and blend in a mixer to a coarse paste using approx. 1¼ cups of water.
Transfer the mixture into a deep bowl, add all the remaining ingredients and mix well.
Heat a non-stick tava (griddle), sprinkle a little water on the tava (griddle) and wipe it off gently using a muslin cloth.
Pour a ladleful of the batter on it and spread it in a circular motion to make a 175 mm. (7”) diameter thin circle.
Smear ¼ tsp of oil over it and along the edges and cook on a medium flame till the adai turns golden brown in colour and crisp.
Turnover and cook on another side as well.
Fold over to make a semi-circle.
Repeat with the remaining batter to make 14 more adais.
Serve immediately.",4,2,77 kcal,15 adais, 2.8 gm, 10.4 gm, 2.7 gm,NULL,NULL,"https://www.tarladalal.com/members/9306/big/big_adai,_protein_rich_adai_recipe-12239.jpg?size=696X905"
Ajwain and Turmeric Milk,https://www.tarladalal.com/Ajwain-and-Turmeric-Milk-4231r,"Some remedies come with a superb flavour, which is very apt for the condition you are in! This age-old remedy for sore throat is a perfect example. The healing properties of turmeric and ajwain are packaged with a soothing, slightly-spicy taste that will soothe your sore throat in a very appealing way. Take two glasses of this Ajwain and Turmeric Milk per day for two or three days, and bid adieu to the irritating sore throat. Try to have it as hot as you can.",Tarla Dalal,2 mins,3 mins,5 mins ,"39036, 38855, 1378","Heat a small broad  non-stick pan, add the carom seeds and dry roast on a medium flame for 1 minute. Keep aside.
Boil the milk in a saucepan, add the turmeric powder, mix well and cook on a medium flame for 2 minutes, while stirring continuously.
Remove from the flame, add the roasted carom seeds to the turmeric milk and mix well.
Serve immediately.",5,1,234 cal,1 servings,13 g,10 g,8.6 g,0 mg,38 mg,https://www.tarladalal.com/members/9306/big/big_ajwain_and_turmeric_milk-10327.jpg?size=696X905
"Achari Chana Pulao, Pickled Kabuli Chana Pulao",https://www.tarladalal.com/Achari-Chana-Pulao-Pickled-Kabuli-Chana-Pulao-30922r,"For those who love the complex interplay of spices in pickles, this Pulao will be a dream come true. Rice, fortified with kabuli chana, is perked up with an interesting assortment of spices ranging from nigella and fenugreek to fennel seeds and black cardamoms, along with some readymade spice powders too. But, the real twist in this recipe is the addition of a couple of spoons of aam ka achaar, which gives a really sprightly flavour and aroma to the pulao. Being quite flavourful by itself, this Achaari Chana Pulao can be served simply with a cup of curds , or perhaps a bowl of dal like Dahiwali Toovar Dal , Dal Kadhi , Masoor Dal or Tamatar ki Kadhi .",Tarla Dalal,15 mins,15 mins,30 mins ,"39037, 39038, 39039, 39040, 38939, 38929, 38956, 38883, 39041, 38848, 38882, 38957, 38958, 38949, 38894, 38858, 1269, 38847","Blend the mango pickle in a mixer to a coarse paste. Keep aside.
Clean, wash and soak the rice for 10 minutes. Drain and keep aside.
Heat the ghee in a pressure cooker, add the fennel seeds, mustard seeds, fenugreek seeds, nigella seeds, big cardamom, cumin seeds and asafoetida and sauté on a medium flame for a few seconds.
When the seeds crackle, add the onions and sauté on a medium flame for 1 to 2 minutes.
Add the ginger-garlic paste, kabuli chana, turmeric powder, chilli powder, garam masala, salt and the prepared pickle paste, mix well and cook on a medium flame for 1 minute.
Add the rice, mix well and cook on a medium flame for 1 minute.
Add the 2½ cups hot water, mix well and pressure cook for 2 whistles.
Allow the steam to escape before opening the lid.
Serve hot garnished with coriander.",4,9,298 cal,4 servings,8.2 g,50.4 g,5.5 g,0 mg,2.2 mg,https://www.tarladalal.com/members/9306/big/big_achari_chana_pulao-10292.jpg?size=696X905
Ajwain Patta Ke Pakode,https://www.tarladalal.com/Ajwain-Patta-Ke-Pakode-4970r,Tender ajwain leaves are dipped in a besan batter and deep fried. They add a great 'digestive' element to a plateful of sinful pakodas.On a rainy day enjoy as an evening tea snack with a cup of hot Elaichi Tea .,Tarla Dalal,5 mins,20 mins,25 mins ,"39042, 38890, 39043, 38894, 38855, 39044, 39045, 1269","Mix all the ingredients together with a little water to make a thick batter.
Dip each ajwain leaf in the batter.
Deep fry in hot oil until golden in colour. Drain on absorbent paper.
Serve hot.",NULL,NULL,82 cal,20 servings (20 serving ),6.2 g,4.9 g,1.7 g,0 mg,6 mg,https://www.tarladalal.com/members/9306/big/big_ajwain_patta_ke_pakode-11949.jpg?size=500X650
Ajwaini Roti,https://www.tarladalal.com/Ajwaini-Roti-4390r,"Ajwain has such a tantalising aroma and flavour that it can pep up a dish as a standalone spice! You will realise this when you try this mouth-watering Ajwaini Roti. Quick and easy, all it takes it the addition of carom seeds to the flour when making the roti dough, but it makes such a notable difference to the end product. When you cook the rotis with ghee, the aroma that comes out is so luring that you will want to eat it right off the tava. And you can do that if you choose to – because a cup of curds is all you need to serve with this aromatic roti!",Tarla Dalal,5 mins,10 mins,15 mins ,"39046, 39036, 39047, 1269, 39048, 39049, 39050","Combine all the ingredients in a deep bowl and mix well.
Add enough water and knead into a soft dough. Cover the dough with a lid and keep aside for 15 minutes.
Roll out each portion of the dough into a 175 mm. (7”) diameter circle using a little whole wheat flour for rolling.
Heat a non-stick tava (griddle) and cook the roti using a little ghee, till golden brown spots appear on both the sides.
Serve immediately with curds.",5,2,160 cal,4 rotis (4 roti ),8 g,18.7 g,3.3 g,0 mg,5.4 mg,https://www.tarladalal.com/members/9306/big/big_ajwaini_roti-9806.jpg?size=696X905
"Akki Roti, Karnataka Rice Flour Roti",https://www.tarladalal.com/Akki-Roti-Karnataka-Rice-Flour-Roti-41991r,"Akki Roti is an all-time favourite snack in traditional Kannada households, where it is made for breakfast or evening tiffin. It is a quick and easy recipe, which does not require grinding or fermenting any batters. A soft dough of rice flour, perked up with veggies, ginger, green chillies and crushed cumin, is flattened deftly on a hot tava and cooked till it is an appetizing golden brown in colour. Speckled with grated carrot and chopped coriander, the rotis look really tempting, and taste equally so! It can be enjoyed with grated coconut mixed with jaggery, or with coconut chutney  and sambhar . Be careful when flattening the dough on the hot tava with wet hands as the hot steam might hurt you. Once you get the hang of it, it gets easier. Also, make sure you cook the rotis as soon as the dough is made, as the dough will get stiff and dry after some time. You can also have a go at other South Indian specialties like Onion Tomato Rava Uttapa or Neer Dosa .",Tarla Dalal,10 mins,20 mins,30 mins ,"39051, 38902, 4113, 39033, 39052, 38903, 39053, 39054, 1269, 39055","Combine all the ingredients in a deep bowl and knead into a loose soft dough using enough water.
Divide the dough into 6 equal portions.
Heat a non-stick tava (griddle) and grease it with ¼ tsp of oil, take a portion of the dough place in the centre of the greased tava (griddle) and flatten it with wet fingers to make a 250 mm. (6”) diameter circle.
Make 3 to 4 holes at regular intervals using a rolling pin as shown in the image.
Drizzle ½ tsp of oil evenly over it and cook on both the sides till they turn golden brown in colour.
Repeat steps 3 to 5 to make 5 more akki rotis.
Serve immediately.",5,1,208 cal,6 rotis,8 g,30.5 g,2.6 g,0 mg,3.6 mg,"https://www.tarladalal.com/members/9306/big/big_akki_roti,_karnataka_rice_flour_roti-13243.jpg?size=696X905"
Almond and Orange Marmalade Tart,https://www.tarladalal.com/Almond-and-Orange-Marmalade-Tart-1138r,"Marmalade-coated apple slices baked to perfection in an almond tart, the almond and orange marmalade tart is a recipe worth a lot of praise! the almond tart in this recipe is a delicacy in its own right as it makes use of almond powder. The use of marmalade and lemon juice gives the tart a nice glazed finish, making it all the more appetising!",Tarla Dalal,15 mins,0 mins ,45 mins ,"39056, 39057, 39058, 39059, 39060, 39061, 39062, 39063, 39064, 39065, 39066","Sieve the flour and salt together in a plate.
Rub the butter into the flour with your fingertips and add the sugar and almonds and mix well.
Gradually add ice-cold water (approx. 3 tbsp) and knead well to make stiff dough. Refrigerate for 15 minutes.
Meanwhile, combine the apples, lemon juice, sugar and orange marmalade in a bowl, mix well and keep aside.
Knead the dough again and divide it into 10 equal portions.
Roll out a portion on a dusted rolling board into a 100 mm. (4”) diameter circle and place the circle into a 75 mm. (3”) diameter tart case. Press the circle gently around the sides of the tart case.
Repeat step 7 to make 9 more tarts.
Prick all over the tarts with the help of a fork and sprinkle equal quantity of biscuit crumbs in each tart case.
Put 1½ tbsp of the apple filling in each tart case and bake in a pre-heated oven at 200ºc (400ºf) for 20 to 25 minutes or till the tart cases are golden brown in colour.
Serve immediately garnished with a dollop of beaten whipped cream.",5,1,NULL,10 tarts,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_almond_and_marmalade_tart-3656.jpg?size=500X650
